Life,Animalia
Geometridae,Cleora
Cleora,Cleora sublunaria
Geometridae,Comostola
Comostola,Comostola laesaria
Geometridae,Costaconvexa
Costaconvexa,Costaconvexa centrostrigaria
Geometridae,Crypsiphona
Crypsiphona,Crypsiphona ocultaria
Geometridae,Cyclophora
Cyclophora,Cyclophora nanaria
Cyclophora,Cyclophora packardi
Geometridae,Dichorda
Dichorda,Dichorda illustraria
Dichorda,Dichorda iridaria
Geometridae,Didymoctenia
Didymoctenia,Didymoctenia exsuperata
Geometridae,Digrammia
Digrammia,Digrammia continuata
Digrammia,Digrammia gnophosaria
Digrammia,Digrammia ocellinata
Geometridae,Disclisioprocta
Disclisioprocta,Disclisioprocta stellata
Geometridae,Dissomorphia
Dissomorphia,Dissomorphia australiaria
Geometridae,Geometridae/Dysphania
Geometridae/Dysphania,Dysphania militaris
Geometridae,Ecliptopera
Ecliptopera,Ecliptopera silaceata
Geometridae,Ectropis
Ectropis,Ectropis bhurmitra
Geometridae,Ematurga
Ematurga,Ematurga atomaria
Geometridae,Ennomos
Ennomos,Ennomos subsignaria
Geometridae,Epicyme
Epicyme,Epicyme rubropunctaria
Geometridae,Epiphryne
Epiphryne,Epiphryne verriculata
Geometridae,Epirrhoe
Epirrhoe,Epirrhoe alternata
Geometridae,Epirrita
Epirrita,Epirrita autumnata
Geometridae,Epyaxa
Epyaxa,Epyaxa rosearia
Geometridae,Erannis
Erannis,Erannis defoliaria
Geometridae,Erastria
Erastria,Erastria cruentaria
Geometridae,Eubaphe
Eubaphe,Eubaphe unicolor
Geometridae,Euchlaena
Euchlaena,Euchlaena amoenaria
Euchlaena,Euchlaena serrata
Geometridae,Eufidonia
Eufidonia,Eufidonia notataria
Geometridae,Eugonobapta
Eugonobapta,Eugonobapta nivosaria
Geometridae,Eulithis
Eulithis,Eulithis explanata
Geometridae,Euphyia
Euphyia,Euphyia intermediata
Geometridae,Eusarca
Eusarca,Eusarca confusaria
Geometridae,Eutrapela
Eutrapela,Eutrapela clemataria
Geometridae,Fernaldella
Fernaldella,Fernaldella fimetaria
Geometridae,Gastrophora
Gastrophora,Gastrophora henricaria
Geometridae,Gellonia
Gellonia,Gellonia dejectaria
Geometridae,Glena
Glena,Glena quinquelinearia
Geometridae,Glenoides
Glenoides,Glenoides texanaria
Geometridae,Gymnoscelis
Gymnoscelis,Gymnoscelis rufifasciata
Geometridae,Haematopis
Haematopis,Haematopis grataria
Geometridae,Hammaptera
Hammaptera,Hammaptera parinotata
Geometridae,Hemithea
Hemithea,Hemithea aestivaria
Geometridae,Heteralex
Heteralex,Heteralex unilinea
Geometridae,Hethemia
Hethemia,Hethemia pistasciaria
Geometridae,Homodotis
Homodotis,Homodotis megaspilata
Geometridae,Horisme
Horisme,Horisme intestinata
Geometridae,Hydrelia
Hydrelia,Hydrelia inornata
Geometridae,Hypagyrtis
Hypagyrtis,Hypagyrtis unipunctata
Geometridae,Hyposidra
Hyposidra,Hyposidra talaca
Geometridae,Idaea
Idaea,Idaea aversata
Idaea,Idaea demissaria
Idaea,Idaea dimidiata
Idaea,Idaea furciferata
Idaea,Idaea seriata
Idaea,Idaea tacturata
Geometridae,Ilexia
Ilexia,Ilexia intractata
Geometridae,Iridopsis
Iridopsis,Iridopsis defectaria
Iridopsis,Iridopsis larvaria
Geometridae,Isturgia
Isturgia,Isturgia dislocaria
Geometridae,Lambdina
Lambdina,Lambdina fiscellaria
Geometridae,Leptostales
Leptostales,Leptostales pannaria
Geometridae,Lobocleta
Lobocleta,Lobocleta ossularia
Geometridae,Lobophora
Lobophora,Lobophora nivigerata
Geometridae,Lomaspilis
Lomaspilis,Lomaspilis marginata
Geometridae,Lomographa
Lomographa,Lomographa glomeraria
Geometridae,Lophosis
Lophosis,Lophosis labeculata
Geometridae,Lycia
Lycia,Lycia ypsilon
Geometridae,Lytrosis
Lytrosis,Lytrosis unitaria
Geometridae,Macaria
Macaria,Macaria bisignata
Geometridae,Melanodes
Melanodes,Melanodes anthracitaria
Geometridae,Melanolophia
Melanolophia,Melanolophia canadaria
Melanolophia,Melanolophia imitata
Melanolophia,Melanolophia signataria
Geometridae,Mellilla
Mellilla,Mellilla xanthometata
Geometridae,Mesoleuca
Mesoleuca,Mesoleuca ruficillata
Geometridae,Milionia
Milionia,Milionia zonea
Geometridae,Nematocampa
Nematocampa,Nematocampa resistaria
Geometridae,Nemoria
Nemoria,Nemoria bistriaria
Nemoria,Nemoria lixaria
Nemoria,Nemoria mimosaria
Geometridae,Neoalcis
Neoalcis,Neoalcis californiaria
Geometridae,Nothomiza
Nothomiza,Nothomiza flavicosta
Geometridae,Obeidia
Obeidia,Obeidia tigrata
Geometridae,Operophtera
Operophtera,Operophtera bruceata
Operophtera,Operophtera brumata
Geometridae,Opisthograptis
Opisthograptis,Opisthograptis luteolata
Geometridae,Orthoclydon
Orthoclydon,Orthoclydon praefectata
Geometridae,Orthonama
Orthonama,Orthonama obstipata
Geometridae,Paleacrita
Paleacrita,Paleacrita vernata
Geometridae,Pasiphila
Pasiphila,Pasiphila rectangulata
Geometridae,Patalene
Patalene,Patalene olyzonaria
Geometridae,Peribatodes
Peribatodes,Peribatodes rhomboidaria
Geometridae,Pero
Pero,Pero morrisonaria
Geometridae,Phelotis
Phelotis,Phelotis cognata
Geometridae,Phigalia
Phigalia,Phigalia denticulata
Phigalia,Phigalia strigataria
Geometridae,Pholodes
Pholodes,Pholodes sinistraria
Geometridae,Phrissogonus
Phrissogonus,Phrissogonus laticostatus
Geometridae,Plagodis
Plagodis,Plagodis alcoolaria
Plagodis,Plagodis pulveraria
Plagodis,Plagodis serinaria
Geometridae,Pleuroprucha
Pleuroprucha,Pleuroprucha insulsaria
Geometridae,Poecilasthena
Poecilasthena,Poecilasthena pulchraria
Geometridae,Prasinocyma
Prasinocyma,Prasinocyma rhodocosma
Prasinocyma,Prasinocyma semicrocea
Geometridae,Prochoerodes
Prochoerodes,Prochoerodes lineola
Geometridae,Psamatodes
Psamatodes,Psamatodes abydata
Geometridae,Pseudocoremia
Pseudocoremia,Pseudocoremia suavis
Geometridae,Pseudopanthera
Pseudopanthera,Pseudopanthera macularia
Geometridae,Rheumaptera
Rheumaptera,Rheumaptera prunivorata
Geometridae,Rhodometra
Rhodometra,Rhodometra sacraria
Geometridae,Scopula
Scopula,Scopula inductata
Scopula,Scopula limboundata
Scopula,Scopula umbilicata
Geometridae,Scotopteryx
Scotopteryx,Scotopteryx chenopodiata
Geometridae,Sicya
Sicya,Sicya macularia
Geometridae,Sigilliclystis
Sigilliclystis,Sigilliclystis insigillata
Geometridae,Siona
Siona,Siona lineata
Geometridae,Spargania
Spargania,Spargania magnoliata
Geometridae,Speranza
Speranza,Speranza pustularia
Geometridae,Sphacelodes
Sphacelodes,Sphacelodes vulneraria
Geometridae,Synchlora
Synchlora,Synchlora aerata
Synchlora,Synchlora frondaria
Geometridae,Syneora
Syneora,Syneora hemeropa
Geometridae,Timandra
Timandra,Timandra amaturaria
Timandra,Timandra comae
Geometridae,Traminda
Traminda,Traminda aventiaria
Geometridae,Trichodezia
Trichodezia,Trichodezia albovittata
Geometridae,Triphosa
Triphosa,Triphosa haesitata
Geometridae,Xanthorhoe
Xanthorhoe,Xanthorhoe ferrugata
Xanthorhoe,Xanthorhoe fluctuata
Xanthorhoe,Xanthorhoe labradorensis
Lepidoptera,Hepialidae
Hepialidae,Triodia
Triodia,Triodia sylvina
Lepidoptera,Hesperiidae
Hesperiidae,Amblyscirtes
Amblyscirtes,Amblyscirtes aesculapius
Amblyscirtes,Amblyscirtes celia
Amblyscirtes,Amblyscirtes hegon
Amblyscirtes,Amblyscirtes nysa
Amblyscirtes,Amblyscirtes vialis
Hesperiidae,Anatrytone
Anatrytone,Anatrytone logan
Hesperiidae,Ancyloxypha
Ancyloxypha,Ancyloxypha numitor
Hesperiidae,Antigonus
Antigonus,Antigonus erosus
Hesperiidae,Apyrrothrix
Apyrrothrix,Apyrrothrix araxes
Hesperiidae,Asbolis
Asbolis,Asbolis capucinus
Hesperiidae,Astraptes
Astraptes,Astraptes anaphus
Astraptes,Astraptes fulgerator
Hesperiidae,Atalopedes
Atalopedes,Atalopedes campestris
Hesperiidae,Atrytonopsis
Atrytonopsis,Atrytonopsis hianna
Hesperiidae,Cabares
Cabares,Cabares potrillo
Hesperiidae,Carcharodus
Carcharodus,Carcharodus alceae
Hesperiidae,Celotes
Celotes,Celotes nessus
Hesperiidae,Chioides
Chioides,Chioides albofasciatus
Chioides,Chioides zilpa
Hesperiidae,Chiomara
Chiomara,Chiomara georgina
Hesperiidae,Cogia
Cogia,Cogia calchas
Hesperiidae,Copaeodes
Copaeodes,Copaeodes aurantiaca
Copaeodes,Copaeodes minima
Hesperiidae,Cymaenes
Cymaenes,Cymaenes trebius
Hesperiidae,Eantis
Eantis,Eantis thraso
Hesperiidae,Epargyreus
Epargyreus,Epargyreus clarus
Hesperiidae,Erynnis
Erynnis,Erynnis baptisiae
Erynnis,Erynnis brizo
Erynnis,Erynnis funeralis
Erynnis,Erynnis horatius
Erynnis,Erynnis juvenalis
Erynnis,Erynnis propertius
Erynnis,Erynnis tages
Erynnis,Erynnis tristis
Hesperiidae,Euphyes
Euphyes,Euphyes dion
Euphyes,Euphyes vestris
Hesperiidae,Heliopetes
Heliopetes,Heliopetes ericetorum
Heliopetes,Heliopetes macaira
Hesperiidae,Heliopyrgus
Heliopyrgus,Heliopyrgus domicella
Hesperiidae,Hesperia
Hesperia,Hesperia colorado
Hesperia,Hesperia comma
Hesperia,Hesperia leonardus
Hesperia,Hesperia sassacus
Hesperiidae,Hylephila
Hylephila,Hylephila phyleus
Hesperiidae,Iambrix
Iambrix,Iambrix salsala
Hesperiidae,Lerema
Lerema,Lerema accius
Hesperiidae,Lerodea
Lerodea,Lerodea eufala
Hesperiidae,Mylon
Mylon,Mylon pelopidas
Hesperiidae,Ochlodes
Ochlodes,Ochlodes agricola
Ochlodes,Ochlodes sylvanoides
Ochlodes,Ochlodes sylvanus
Hesperiidae,Panoquina
Panoquina,Panoquina ocola
Panoquina,Panoquina panoquin
Panoquina,Panoquina panoquinoides
Hesperiidae,Pellicia
Pellicia,Pellicia arina
Hesperiidae,Phocides
Phocides,Phocides pigmalion
Hesperiidae,Poanes
Poanes,Poanes hobomok
Poanes,Poanes melane
Poanes,Poanes taxiles
Poanes,Poanes zabulon
Hesperiidae,Polites
Polites,Polites mystic
Polites,Polites peckius
Hesperiidae,Polygonus
Polygonus,Polygonus leo
Hesperiidae,Pompeius
Pompeius,Pompeius verna
Hesperiidae,Potanthus
Potanthus,Potanthus omaha
Hesperiidae,Pyrgus
Pyrgus,Pyrgus communis
Pyrgus,Pyrgus malvae
Pyrgus,Pyrgus malvoides
Pyrgus,Pyrgus oileus
Pyrgus,Pyrgus philetas
Pyrgus,Pyrgus ruralis
Hesperiidae,Spathilepia
Spathilepia,Spathilepia clonius
Hesperiidae,Staphylus
Staphylus,Staphylus ceos
Staphylus,Staphylus hayhurstii
Staphylus,Staphylus mazans
Hesperiidae,Suastus
Suastus,Suastus gremius
Hesperiidae,Systasea
Systasea,Systasea pulverulenta
Hesperiidae,Thorybes
Thorybes,Thorybes bathyllus
Thorybes,Thorybes pylades
Hesperiidae,Thymelicus
Thymelicus,Thymelicus lineola
Thymelicus,Thymelicus sylvestris
Hesperiidae,Urbanus
Urbanus,Urbanus dorantes
Urbanus,Urbanus procne
Urbanus,Urbanus proteus
Hesperiidae,Vettius
Vettius,Vettius fantasos
Hesperiidae,Wallengrenia
Wallengrenia,Wallengrenia egeremet
Hesperiidae,Xenophanes
Xenophanes,Xenophanes tryxus
Hesperiidae,Zopyrion
Zopyrion,Zopyrion sandace
Lepidoptera,Lacturidae
Lacturidae,Lactura
Lactura,Lactura subfervens
Lepidoptera,Lasiocampidae
Lasiocampidae,Artace
Artace,Artace cribrarius
Lasiocampidae,Euthrix
Euthrix,Euthrix potatoria
Lasiocampidae,Lasiocampa
Lasiocampa,Lasiocampa quercus
Lasiocampidae,Macrothylacia
Macrothylacia,Macrothylacia rubi
Lasiocampidae,Malacosoma
Malacosoma,Malacosoma americanum
Malacosoma,Malacosoma disstria
Lasiocampidae,Tolype
Tolype,Tolype laricis
Lasiocampidae,Trabala
Trabala,Trabala vishnou
Lepidoptera,Limacodidae
Limacodidae,Apoda
Apoda,Apoda biguttata
Limacodidae,Doratifera
Doratifera,Doratifera pinguis
Limacodidae,Euclea
Euclea,Euclea incisa
Limacodidae,Isochaetes
Isochaetes,Isochaetes beutenmuelleri
Limacodidae,Packardia
Packardia,Packardia geminata
Limacodidae,Phobetron
Phobetron,Phobetron pithecium
Limacodidae,Tortricidia
Tortricidia,Tortricidia testacea
Lepidoptera,Lycaenidae
Lycaenidae,Acytolepis
Acytolepis,Acytolepis puspa
Lycaenidae,Anthene
Anthene,Anthene emolus
Lycaenidae,Arawacus
Arawacus,Arawacus jada
Lycaenidae,Aricia
Aricia,Aricia agestis
Aricia,Aricia cramera
Lycaenidae,Atlides
Atlides,Atlides halesus
Lycaenidae,Brephidium
Brephidium,Brephidium exilis
Lycaenidae,Callophrys
Callophrys,Callophrys augustinus
Callophrys,Callophrys dumetorum
Callophrys,Callophrys eryphon
Callophrys,Callophrys gryneus
Callophrys,Callophrys mossii
Callophrys,Callophrys rubi
Callophrys,Callophrys viridis
Callophrys,Callophrys xami
Lycaenidae,Calycopis
Calycopis,Calycopis cecrops
Calycopis,Calycopis isobeon
Lycaenidae,Castalius
Castalius,Castalius rosimon
Lycaenidae,Celastrina
Celastrina,Celastrina echo
Celastrina,Celastrina neglecta
Lycaenidae,Chilades
Chilades,Chilades pandava
Lycaenidae,Chlorostrymon
Chlorostrymon,Chlorostrymon simaethis
Lycaenidae,Cupido
Cupido,Cupido amyntula
Cupido,Cupido comyntas
Cupido,Cupido minimus
Lycaenidae,Cyaniris
Cyaniris,Cyaniris semiargus
Lycaenidae,Drupadia
Drupadia,Drupadia ravindra
Lycaenidae,Echinargus
Echinargus,Echinargus isola
Lycaenidae,Eooxylides
Eooxylides,Eooxylides tharis
Lycaenidae,Euchrysops
Euchrysops,Euchrysops cnejus
Lycaenidae,Eumaeus
Eumaeus,Eumaeus atala
Eumaeus,Eumaeus childrenae
Lycaenidae,Euphilotes
Euphilotes,Euphilotes bernardino
Lycaenidae,Everes
Everes,Everes argiades
Lycaenidae,Glaucopsyche
Glaucopsyche,Glaucopsyche lygdamus
Lycaenidae,Habrodais
Habrodais,Habrodais grunus
Lycaenidae,Hemiargus
Hemiargus,Hemiargus ceraunus
Lycaenidae,Hypolycaena
Hypolycaena,Hypolycaena erylus
Lycaenidae,Icaricia
Icaricia,Icaricia acmon
Icaricia,Icaricia icarioides
Icaricia,Icaricia lupini
Icaricia,Icaricia saepiolus
Lycaenidae,Jamides
Jamides,Jamides celeno
Lycaenidae,Leptotes
Leptotes,Leptotes cassius
Leptotes,Leptotes marina
Leptotes,Leptotes pirithous
Leptotes,Leptotes plinius
Lycaenidae,Lycaena
Lycaena,Lycaena alciphron
Lycaena,Lycaena arota
Lycaena,Lycaena boldenarum
Lycaena,Lycaena dispar
Lycaena,Lycaena dorcas
Lycaena,Lycaena editha
Lycaena,Lycaena epixanthe
Lycaena,Lycaena gorgon
Lycaena,Lycaena helloides
Lycaena,Lycaena heteronea
Lycaena,Lycaena hippothoe
Lycaena,Lycaena hyllus
Lycaena,Lycaena phlaeas
Lycaena,Lycaena rubidus
Lycaena,Lycaena salustius
Lycaena,Lycaena tityrus
Lycaena,Lycaena virgaureae
Lycaena,Lycaena xanthoides
Lycaenidae,Ministrymon
Ministrymon,Ministrymon clytie
Ministrymon,Ministrymon leda
Lycaenidae,Panthiades
Panthiades,Panthiades bathildis
Lycaenidae,Phaeostrymon
Phaeostrymon,Phaeostrymon alcestis
Lycaenidae,Philotes
Philotes,Philotes sonorensis
Lycaenidae,Plebejus
Plebejus,Plebejus argus
Plebejus,Plebejus idas
Lycaenidae,Polyommatus
Polyommatus,Polyommatus bellargus
Polyommatus,Polyommatus coridon
Polyommatus,Polyommatus icarus
Lycaenidae,Pseudolycaena
Pseudolycaena,Pseudolycaena damo
Lycaenidae,Pseudozizeeria
Pseudozizeeria,Pseudozizeeria maha
Lycaenidae,Rapala
Rapala,Rapala pheretima
Lycaenidae,Satyrium
Satyrium,Satyrium behrii
Satyrium,Satyrium calanus
Satyrium,Satyrium edwardsii
Satyrium,Satyrium favonius
Satyrium,Satyrium spini
Satyrium,Satyrium tetra
Lycaenidae,Strymon
Strymon,Strymon albata
Strymon,Strymon bazochii
Strymon,Strymon melinus
Strymon,Strymon rufofusca
Lycaenidae,Zizeeria
Zizeeria,Zizeeria knysna
Lycaenidae,Zizina
Zizina,Zizina labradus
Zizina,Zizina otis
Zizina,Zizina oxleyi
Lycaenidae,Zizula
Zizula,Zizula hylax
Lepidoptera,Megalopygidae
Megalopygidae,Lagoa
Lagoa,Lagoa crispata
Lepidoptera,Noctuidae
Noctuidae,Achatia
Achatia,Achatia distincta
Noctuidae,Acontia
Acontia,Acontia trabealis
Noctuidae,Acronicta
Acronicta,Acronicta dactylina
Acronicta,Acronicta fragilis
Acronicta,Acronicta hasta
Acronicta,Acronicta innotata
Acronicta,Acronicta insularis
Acronicta,Acronicta lobeliae
Acronicta,Acronicta morula
Acronicta,Acronicta oblinita
Acronicta,Acronicta rubricoma
Acronicta,Acronicta rumicis
Noctuidae,Agnorisma
Agnorisma,Agnorisma badinodis
Noctuidae,Agrotis
Agrotis,Agrotis exclamationis
Agrotis,Agrotis infusa
Agrotis,Agrotis malefida
Agrotis,Agrotis munda
Agrotis,Agrotis porphyricollis
Agrotis,Agrotis venerabilis
Noctuidae,Allagrapha
Allagrapha,Allagrapha aerea
Noctuidae,Alypia
Alypia,Alypia octomaculata
Noctuidae,Amphipoea
Amphipoea,Amphipoea americana
Noctuidae,Amphipyra
Amphipyra,Amphipyra pyramidoides
Noctuidae,Amyna
Amyna,Amyna stricta
Noctuidae,Anaplectoides
Anaplectoides,Anaplectoides prasina
Noctuidae,Anathix
Anathix,Anathix ralla
Noctuidae,Anicla
Anicla,Anicla infecta
Noctuidae,Argyrogramma
Argyrogramma,Argyrogramma verruca
Noctuidae,Athetis
Athetis,Athetis tarda
Athetis,Athetis tenuis
Noctuidae,Autographa
Autographa,Autographa precationis
Noctuidae,Bagisara
Bagisara,Bagisara repanda
Noctuidae,Balsa
Balsa,Balsa tristrigella
Noctuidae,Bryolymnia
Bryolymnia,Bryolymnia viridata
Noctuidae,Callopistria
Callopistria,Callopistria cordata
Callopistria,Callopistria floridensis
Noctuidae,Chloridea
Chloridea,Chloridea virescens
Noctuidae,Choephora
Choephora,Choephora fungorum
Noctuidae,Chrysodeixis
Chrysodeixis,Chrysodeixis argentifera
Chrysodeixis,Chrysodeixis eriosoma
Chrysodeixis,Chrysodeixis includens
Noctuidae,Colocasia
Colocasia,Colocasia propinquilinea
Noctuidae,Condica
Condica,Condica vecors
Condica,Condica videns
Noctuidae,Conistra
Conistra,Conistra vaccinii
Noctuidae,Copivaleria
Copivaleria,Copivaleria grotei
Noctuidae,Cosmia
Cosmia,Cosmia calami
Noctuidae,Cosmodes
Cosmodes,Cosmodes elegans
Noctuidae,Ctenoplusia
Ctenoplusia,Ctenoplusia oxygramma
Noctuidae,Cucullia
Cucullia,Cucullia asteroides
Noctuidae,Dargida
Dargida,Dargida diffusa
Dargida,Dargida procinctus
Noctuidae,Diachrysia
Diachrysia,Diachrysia balluca
Noctuidae,Diastema
Diastema,Diastema tigris
Noctuidae,Elaphria
Elaphria,Elaphria chalcedonia
Elaphria,Elaphria versicolor
Noctuidae,Emarginea
Emarginea,Emarginea percara
Noctuidae,Eudryas
Eudryas,Eudryas grata
Noctuidae,Euplexia
Euplexia,Euplexia benesimilis
Noctuidae,Feltia
Feltia,Feltia subterranea
Noctuidae,Feralia
Feralia,Feralia comstocki
Noctuidae,Galgula
Galgula,Galgula partita
Noctuidae,Helicoverpa
Helicoverpa,Helicoverpa armigera
Helicoverpa,Helicoverpa zea
Noctuidae,Hyppa
Hyppa,Hyppa xylinoides
Noctuidae,Lacanobia
Lacanobia,Lacanobia oleracea
Noctuidae,Lacinipolia
Lacinipolia,Lacinipolia erecta
Lacinipolia,Lacinipolia laudabilis
Lacinipolia,Lacinipolia olivacea
Lacinipolia,Lacinipolia renigera
Noctuidae,Leucania
Leucania,Leucania adjuta
Leucania,Leucania diatrecta
Leucania,Leucania incognita
Noctuidae,Leuconycta
Leuconycta,Leuconycta diphteroides
Leuconycta,Leuconycta lepidula
Noctuidae,Magusa
Magusa,Magusa divaricata
Noctuidae,Maliattha
Maliattha,Maliattha concinnimacula
Maliattha,Maliattha synochitis
Noctuidae,Marimatha
Marimatha,Marimatha nigrofimbria
Noctuidae,Micrathetis
Micrathetis,Micrathetis triplex
Noctuidae,Morrisonia
Morrisonia,Morrisonia mucens
Noctuidae,Mythimna
Mythimna,Mythimna albipuncta
Mythimna,Mythimna convecta
Mythimna,Mythimna oxygala
Mythimna,Mythimna unipuncta
Noctuidae,Nedra
Nedra,Nedra ramosula
Noctuidae,Neoligia
Neoligia,Neoligia exhausta
Noctuidae,Neumoegenia
Neumoegenia,Neumoegenia poetica
Noctuidae,Noctua
Noctua,Noctua pronuba
Noctuidae,Ochropleura
Ochropleura,Ochropleura implecta
Noctuidae,Ogdoconta
Ogdoconta,Ogdoconta cinereola
Noctuidae,Orthodes
Orthodes,Orthodes furtiva
Orthodes,Orthodes majuscula
Noctuidae,Orthosia
Orthosia,Orthosia cerasi
Orthosia,Orthosia gothica
Orthosia,Orthosia hibisci
Noctuidae,Panthea
Panthea,Panthea acronyctoides
Panthea,Panthea virginarius
Noctuidae,Papaipema
Papaipema,Papaipema inquaesita
Noctuidae,Peridroma
Peridroma,Peridroma saucia
Noctuidae,Phlogophora
Phlogophora,Phlogophora iris
Noctuidae,Phosphila
Phosphila,Phosphila miselioides
Phosphila,Phosphila turbulenta
Noctuidae,Plusia
Plusia,Plusia putnami
Noctuidae,Polia
Polia,Polia nimbosa
Noctuidae,Ponometia
Ponometia,Ponometia candefacta
Ponometia,Ponometia semiflava
Noctuidae,Proteuxoa
Proteuxoa,Proteuxoa hypochalchis
Noctuidae,Protodeltote
Protodeltote,Protodeltote albidula
Protodeltote,Protodeltote muscosula
Noctuidae,Psaphida
Psaphida,Psaphida rolandi
Noctuidae,Pseudeustrotia
Pseudeustrotia,Pseudeustrotia carneola
Noctuidae,Pseudohermonassa
Pseudohermonassa,Pseudohermonassa bicarnea
Noctuidae,Rachiplusia
Rachiplusia,Rachiplusia ou
Noctuidae,Schinia
Schinia,Schinia chrysellus
Schinia,Schinia rivulosa
Schinia,Schinia trifascia
Noctuidae,Spodoptera
Spodoptera,Spodoptera dolichos
Spodoptera,Spodoptera exigua
Spodoptera,Spodoptera frugiperda
Spodoptera,Spodoptera mauritia
Spodoptera,Spodoptera ornithogalli
Noctuidae,Spragueia
Spragueia,Spragueia dama
Spragueia,Spragueia guttata
Spragueia,Spragueia jaguaralis
Noctuidae,Tarache
Tarache,Tarache aprica
Tarache,Tarache quadriplaga
Noctuidae,Thysanoplusia
Thysanoplusia,Thysanoplusia orichalcea
Noctuidae,Tricholita
Tricholita,Tricholita signata
Noctuidae,Trichoplusia
Trichoplusia,Trichoplusia ni
Noctuidae,Trichordestra
Trichordestra,Trichordestra legitima
Noctuidae,Tripudia
Tripudia,Tripudia quadrifera
Noctuidae,Tyta
Tyta,Tyta luctuosa
Noctuidae,Xerociris
Xerociris,Xerociris wilsonii
Noctuidae,Xestia
Xestia,Xestia c-nigrum
Xestia,Xestia dolosa
Xestia,Xestia smithii
Xestia,Xestia xanthographa
Lepidoptera,Nolidae
Nolidae,Baileya
Baileya,Baileya australis
Baileya,Baileya ophthalmica
Nolidae,Meganola
Meganola,Meganola minuscula
Meganola,Meganola phylla
Nolidae,Nola
Nola,Nola cereella
Nolidae,Uraba
Uraba,Uraba lugens
Lepidoptera,Notodontidae
Notodontidae,Clostera
Clostera,Clostera apicalis
Notodontidae,Datana
Datana,Datana integerrima
Datana,Datana major
Notodontidae,Destolmia
Destolmia,Destolmia lineata
Notodontidae,Ecnomodes
Ecnomodes,Ecnomodes sagittaria
Notodontidae,Furcula
Furcula,Furcula borealis
Furcula,Furcula cinerea
Notodontidae,Heterocampa
Heterocampa,Heterocampa guttivitta
Heterocampa,Heterocampa obliqua
Heterocampa,Heterocampa umbrata
Notodontidae,Hyperaeschra
Hyperaeschra,Hyperaeschra georgica
Notodontidae,Lochmaeus
Lochmaeus,Lochmaeus bilineata
Lochmaeus,Lochmaeus manteo
Notodontidae,Macrurocampa
Macrurocampa,Macrurocampa marthesia
Notodontidae,Nadata
Nadata,Nadata gibbosa
Notodontidae,Neola
Neola,Neola semiaurata
Notodontidae,Nerice
Nerice,Nerice bidentata
Notodontidae,Ochrogaster
Ochrogaster,Ochrogaster lunifer
Notodontidae,Oligocentria
Oligocentria,Oligocentria lignicolor
Oligocentria,Oligocentria semirufescens
Notodontidae,Peridea
Peridea,Peridea basitriens
Notodontidae,Phalera
Phalera,Phalera bucephala
Notodontidae,Pheosia
Pheosia,Pheosia rimosa
Notodontidae,Schizura
Schizura,Schizura concinna
Schizura,Schizura ipomaeae
Schizura,Schizura leptinoides
Schizura,Schizura unicornis
Lepidoptera,Nymphalidae
Nymphalidae,Acraea
Acraea,Acraea terpsicore
Nymphalidae,Adelpha
Adelpha,Adelpha basiloides
Adelpha,Adelpha californica
Adelpha,Adelpha eulalia
Adelpha,Adelpha fessonia
Adelpha,Adelpha iphicleola
Nymphalidae,Aglais
Aglais,Aglais io
Aglais,Aglais milberti
Aglais,Aglais urticae
Nymphalidae,Agraulis
Agraulis,Agraulis vanillae
Nymphalidae,Anaea
Anaea,Anaea andria
Nymphalidae,Anartia
Anartia,Anartia amathea
Anartia,Anartia fatima
Anartia,Anartia jatrophae
Nymphalidae,Anthanassa
Anthanassa,Anthanassa texana
Anthanassa,Anthanassa tulcis
Nymphalidae,Apatura
Apatura,Apatura iris
Nymphalidae,Aphantopus
Aphantopus,Aphantopus hyperantus
Nymphalidae,Argynnis
Argynnis,Argynnis adippe
Argynnis,Argynnis aglaja
Argynnis,Argynnis pandora
Argynnis,Argynnis paphia
Nymphalidae,Argyreus
Argyreus,Argyreus hyperbius
Nymphalidae,Asterocampa
Asterocampa,Asterocampa celtis
Asterocampa,Asterocampa clyton
Asterocampa,Asterocampa leilia
Nymphalidae,Boloria
Boloria,Boloria bellona
Boloria,Boloria epithore
Boloria,Boloria euphrosyne
Nymphalidae,Brenthis
Brenthis,Brenthis daphne
Brenthis,Brenthis ino
Nymphalidae,Brintesia
Brintesia,Brintesia circe
Nymphalidae,Caligo
Caligo,Caligo telamonius
Nymphalidae,Catonephele
Catonephele,Catonephele numilia
Nymphalidae,Cercyonis
Cercyonis,Cercyonis oetus
Cercyonis,Cercyonis pegala
Cercyonis,Cercyonis sthenele
Nymphalidae,Chlosyne
Chlosyne,Chlosyne acastus
Chlosyne,Chlosyne californica
Chlosyne,Chlosyne gabbii
Chlosyne,Chlosyne harrisii
Chlosyne,Chlosyne hippodrome
Chlosyne,Chlosyne lacinia
Chlosyne,Chlosyne nycteis
Chlosyne,Chlosyne palla
Chlosyne,Chlosyne rosita
Nymphalidae,Coenonympha
Coenonympha,Coenonympha pamphilus
Coenonympha,Coenonympha tullia
Nymphalidae,Colobura
Colobura,Colobura dirce
Nymphalidae,Cupha
Cupha,Cupha erymanthis
Nymphalidae,Danaus
Danaus,Danaus genutia
Danaus,Danaus gilippus
Danaus,Danaus petilia
Danaus,Danaus plexippus
Nymphalidae,Diaethria
Diaethria,Diaethria clymena
Nymphalidae,Dione
