Life,Animalia
Lathrecista,Lathrecista asiatica
Libellulidae,Leucorrhinia
Leucorrhinia,Leucorrhinia frigida
Leucorrhinia,Leucorrhinia glacialis
Leucorrhinia,Leucorrhinia hudsonica
Leucorrhinia,Leucorrhinia intacta
Leucorrhinia,Leucorrhinia proxima
Libellulidae,Libellula
Libellula,Libellula auripennis
Libellula,Libellula axilena
Libellula,Libellula comanche
Libellula,Libellula croceipennis
Libellula,Libellula cyanea
Libellula,Libellula depressa
Libellula,Libellula flavida
Libellula,Libellula forensis
Libellula,Libellula fulva
Libellula,Libellula incesta
Libellula,Libellula luctuosa
Libellula,Libellula needhami
Libellula,Libellula pulchella
Libellula,Libellula quadrimaculata
Libellula,Libellula saturata
Libellula,Libellula semifasciata
Libellula,Libellula vibrans
Libellulidae,Macrodiplax
Macrodiplax,Macrodiplax balteata
Macrodiplax,Macrodiplax cora
Libellulidae,Micrathyria
Micrathyria,Micrathyria hagenii
Libellulidae,Nannodiplax
Nannodiplax,Nannodiplax rubra
Libellulidae,Nannothemis
Nannothemis,Nannothemis bella
Libellulidae,Neurothemis
Neurothemis,Neurothemis fluctuans
Neurothemis,Neurothemis fulvia
Neurothemis,Neurothemis taiwanensis
Neurothemis,Neurothemis tullia
Libellulidae,Orthemis
Orthemis,Orthemis discolor
Orthemis,Orthemis ferruginea
Libellulidae,Orthetrum
Orthetrum,Orthetrum albistylum
Orthetrum,Orthetrum brunneum
Orthetrum,Orthetrum caledonicum
Orthetrum,Orthetrum cancellatum
Orthetrum,Orthetrum chrysis
Orthetrum,Orthetrum chrysostigma
Orthetrum,Orthetrum coerulescens
Orthetrum,Orthetrum glaucum
Orthetrum,Orthetrum julia
Orthetrum,Orthetrum luzonicum
Orthetrum,Orthetrum pruinosum
Orthetrum,Orthetrum sabina
Orthetrum,Orthetrum testaceum
Orthetrum,Orthetrum triangulare
Orthetrum,Orthetrum villosovittatum
Libellulidae,Pachydiplax
Pachydiplax,Pachydiplax longipennis
Libellulidae,Palpopleura
Palpopleura,Palpopleura lucia
Libellulidae,Paltothemis
Paltothemis,Paltothemis lineatipes
Libellulidae,Pantala
Pantala,Pantala flavescens
Pantala,Pantala hymenaea
Libellulidae,Perithemis
Perithemis,Perithemis intensa
Perithemis,Perithemis tenera
Libellulidae,Plathemis
Plathemis,Plathemis lydia
Libellulidae,Potamarcha
Potamarcha,Potamarcha congener
Libellulidae,Pseudoleon
Pseudoleon,Pseudoleon superbus
Libellulidae,Pseudothemis
Pseudothemis,Pseudothemis zonata
Libellulidae,Rhyothemis
Rhyothemis,Rhyothemis graphiptera
Rhyothemis,Rhyothemis phyllis
Rhyothemis,Rhyothemis variegata
Libellulidae,Sympetrum
Sympetrum,Sympetrum ambiguum
Sympetrum,Sympetrum corruptum
Sympetrum,Sympetrum costiferum
Sympetrum,Sympetrum danae
Sympetrum,Sympetrum flaveolum
Sympetrum,Sympetrum fonscolombii
Sympetrum,Sympetrum illotum
Sympetrum,Sympetrum internum
Sympetrum,Sympetrum meridionale
Sympetrum,Sympetrum obtrusum
Sympetrum,Sympetrum pallipes
Sympetrum,Sympetrum pedemontanum
Sympetrum,Sympetrum sanguineum
Sympetrum,Sympetrum semicinctum
Sympetrum,Sympetrum striolatum
Sympetrum,Sympetrum vicinum
Sympetrum,Sympetrum vulgatum
Libellulidae,Tholymis
Tholymis,Tholymis tillarga
Libellulidae,Tramea
Tramea,Tramea carolina
Tramea,Tramea lacerata
Tramea,Tramea onusta
Libellulidae,Trithemis
Trithemis,Trithemis annulata
Trithemis,Trithemis arteriosa
Trithemis,Trithemis aurora
Trithemis,Trithemis festiva
Trithemis,Trithemis kirbyi
Trithemis,Trithemis pallidinervis
Libellulidae,Urothemis
Urothemis,Urothemis signata
Odonata,Macromiidae
Macromiidae,Didymops
Didymops,Didymops transversa
Macromiidae,Macromia
Macromia,Macromia illinoiensis
Macromia,Macromia taeniolata
Odonata,Petaluridae
Petaluridae,Tachopteryx
Tachopteryx,Tachopteryx thoreyi
Odonata,Platycnemididae
Platycnemididae,Copera
Copera,Copera marginipes
Platycnemididae,Nososticta
Nososticta,Nososticta solida
Platycnemididae,Platycnemis
Platycnemis,Platycnemis pennipes
Insecta,Orthoptera
Orthoptera,Acrididae
Acrididae,Abracris
Abracris,Abracris flavolineata
Acrididae,Acanthacris
Acanthacris,Acanthacris ruficornis
Acrididae,Acrida
Acrida,Acrida cinerea
Acrida,Acrida conica
Acrida,Acrida ungarica
Acrididae,Aidemona
Aidemona,Aidemona azteca
Acrididae,Aiolopus
Aiolopus,Aiolopus strepens
Acrididae,Anacridium
Anacridium,Anacridium aegyptium
Acrididae,Camnula
Camnula,Camnula pellucida
Acrididae,Chimarocephala
Chimarocephala,Chimarocephala pacifica
Acrididae,Chorthippus
Chorthippus,Chorthippus brunneus
Acrididae,Chortophaga
Chortophaga,Chortophaga australior
Chortophaga,Chortophaga viridifasciata
Acrididae,Chrysochraon
Chrysochraon,Chrysochraon dispar
Acrididae,Dactylotum
Dactylotum,Dactylotum bicolor
Acrididae,Dichromorpha
Dichromorpha,Dichromorpha viridis
Acrididae,Dissosteira
Dissosteira,Dissosteira carolina
Acrididae,Euthystira
Euthystira,Euthystira brachyptera
Acrididae,Gomphocerippus
Gomphocerippus,Gomphocerippus rufus
Acrididae,Hesperotettix
Hesperotettix,Hesperotettix viridis
Acrididae,Leptysma
Leptysma,Leptysma marginicollis
Acrididae,Locusta
Locusta,Locusta migratoria
Acrididae,Melanoplus
Melanoplus,Melanoplus bivittatus
Melanoplus,Melanoplus differentialis
Melanoplus,Melanoplus femurrubrum
Melanoplus,Melanoplus punctulatus
Acrididae,Mermiria
Mermiria,Mermiria bivittata
Acrididae,Oedipoda
Oedipoda,Oedipoda caerulescens
Acrididae,Omocestus
Omocestus,Omocestus rufipes
Omocestus,Omocestus viridulus
Acrididae,Pezotettix
Pezotettix,Pezotettix giornae
Acrididae,Phaulacridium
Phaulacridium,Phaulacridium marginale
Phaulacridium,Phaulacridium vittatum
Acrididae,Pseudochorthippus
Pseudochorthippus,Pseudochorthippus curtipennis
Pseudochorthippus,Pseudochorthippus parallelus
Acrididae,Schistocerca
Schistocerca,Schistocerca americana
Schistocerca,Schistocerca lineata
Schistocerca,Schistocerca nitens
Schistocerca,Schistocerca obscura
Acrididae,Stethophyma
Stethophyma,Stethophyma grossum
Acrididae,Syrbula
Syrbula,Syrbula admirabilis
Acrididae,Trimerotropis
Trimerotropis,Trimerotropis maritima
Trimerotropis,Trimerotropis pallidipennis
Trimerotropis,Trimerotropis verruculata
Acrididae,Valanga
Valanga,Valanga irregularis
Valanga,Valanga nigricornis
Acrididae,Xenocatantops
Xenocatantops,Xenocatantops humilis
Orthoptera,Anostostomatidae
Anostostomatidae,Hemideina
Hemideina,Hemideina crassidens
Hemideina,Hemideina thoracica
Orthoptera,Gryllidae
Gryllidae,Gryllodes
Gryllodes,Gryllodes sigillatus
Gryllidae,Gryllus
Gryllus,Gryllus bimaculatus
Gryllus,Gryllus campestris
Gryllus,Gryllus pennsylvanicus
Gryllidae,Hapithus
Hapithus,Hapithus agitator
Hapithus,Hapithus saltator
Gryllidae,Neoxabea
Neoxabea,Neoxabea bipunctata
Gryllidae,Nisitrus
Nisitrus,Nisitrus vittatus
Gryllidae,Oecanthus
Oecanthus,Oecanthus nigricornis
Oecanthus,Oecanthus niveus
Gryllidae,Teleogryllus
Teleogryllus,Teleogryllus commodus
Gryllidae,Velarifictorus
Velarifictorus,Velarifictorus micado
Orthoptera,Pyrgomorphidae
Pyrgomorphidae,Dictyophorus
Dictyophorus,Dictyophorus spumans
Pyrgomorphidae,Zonocerus
Zonocerus,Zonocerus elegans
Orthoptera,Rhaphidophoridae
Rhaphidophoridae,Tachycines
Tachycines,Tachycines asynamorus
Orthoptera,Romaleidae
Romaleidae,Brachystola
Brachystola,Brachystola magna
Romaleidae,Romalea
Romalea,Romalea microptera
Romaleidae,Taeniopoda
Taeniopoda,Taeniopoda eques
Romaleidae,Tropidacris
Tropidacris,Tropidacris collaris
Tropidacris,Tropidacris cristata
Orthoptera,Tettigoniidae
Tettigoniidae,Anabrus
Anabrus,Anabrus simplex
Tettigoniidae,Caedicia
Caedicia,Caedicia simplex
Tettigoniidae,Conocephalus
Conocephalus,Conocephalus brevipennis
Conocephalus,Conocephalus fasciatus
Conocephalus,Conocephalus fuscus
Conocephalus,Conocephalus melaenus
Tettigoniidae,Decticus
Decticus,Decticus albifrons
Decticus,Decticus verrucivorus
Tettigoniidae,Leptophyes
Leptophyes,Leptophyes punctatissima
Tettigoniidae,Meconema
Meconema,Meconema meridionale
Meconema,Meconema thalassinum
Tettigoniidae,Microcentrum
Microcentrum,Microcentrum retinerve
Microcentrum,Microcentrum rhombifolium
Tettigoniidae,Neoconocephalus
Neoconocephalus,Neoconocephalus triops
Tettigoniidae,Orchelimum
Orchelimum,Orchelimum nigripes
Tettigoniidae,Phaneroptera
Phaneroptera,Phaneroptera falcata
Phaneroptera,Phaneroptera nana
Tettigoniidae,Pholidoptera
Pholidoptera,Pholidoptera griseoaptera
Tettigoniidae,Pterophylla
Pterophylla,Pterophylla camellifolia
Tettigoniidae,Roeseliana
Roeseliana,Roeseliana roeselii
Tettigoniidae,Ruspolia
Ruspolia,Ruspolia nitidula
Tettigoniidae,Scudderia
Scudderia,Scudderia furcata
Scudderia,Scudderia mexicana
Scudderia,Scudderia septentrionalis
Tettigoniidae,Stilpnochlora
Stilpnochlora,Stilpnochlora couloniana
Tettigoniidae,Tessellana
Tessellana,Tessellana tessellata
Tettigoniidae,Tettigonia
Tettigonia,Tettigonia cantans
Tettigonia,Tettigonia viridissima
Orthoptera,Trigonidiidae
Trigonidiidae,Phyllopalpus
Phyllopalpus,Phyllopalpus pulchellus
Insecta,Phasmida
Phasmida,Diapheromeridae
Diapheromeridae,Diapheromera
Diapheromera,Diapheromera femorata
Diapheromeridae,Megaphasma
Megaphasma,Megaphasma denticrus
Phasmida,Phasmatidae
Phasmatidae,Clitarchus
Clitarchus,Clitarchus hookeri
Phasmida,Pseudophasmatidae
Pseudophasmatidae,Anisomorpha
Anisomorpha,Anisomorpha buprestoides
Insecta,Psocodea
Psocodea,Psocidae
Psocidae,Cerastipsocus
Cerastipsocus,Cerastipsocus venosus
Insecta,Zygentoma
Zygentoma,Lepismatidae
Lepismatidae,Ctenolepisma
Ctenolepisma,Ctenolepisma lineata
Ctenolepisma,Ctenolepisma longicaudata
Lepismatidae,Lepisma
Lepisma,Lepisma saccharina
Arthropoda,Malacostraca
Malacostraca,Isopoda
Isopoda,Armadillidiidae
Armadillidiidae,Armadillidium
Armadillidium,Armadillidium nasatum
Armadillidium,Armadillidium vulgare
Isopoda,Ligiidae
Ligiidae,Ligia
Ligia,Ligia exotica
Ligia,Ligia occidentalis
Isopoda,Oniscidae
Oniscidae,Oniscus
Oniscus,Oniscus asellus
Isopoda,Philosciidae
Philosciidae,Philoscia
Philoscia,Philoscia muscorum
Isopoda,Porcellionidae
Porcellionidae,Porcellio
Porcellio,Porcellio laevis
Porcellio,Porcellio scaber
Porcellio,Porcellio spinicornis
Isopoda,Trachelipodidae
Trachelipodidae,Trachelipus
Trachelipus,Trachelipus rathkii
Animalia,Chordata
Chordata,Actinopterygii
Actinopterygii,Amiiformes
Amiiformes,Amiidae
Amiidae,Amia
Amia,Amia calva
Actinopterygii,Anguilliformes
Anguilliformes,Anguillidae
Anguillidae,Anguilla
Anguilla,Anguilla rostrata
Anguilliformes,Muraenidae
Muraenidae,Gymnothorax
Gymnothorax,Gymnothorax prasinus
Actinopterygii,Aulopiformes
Aulopiformes,Aulopidae
Aulopidae,Latropiscis
Latropiscis,Latropiscis purpurissatus
Actinopterygii,Clupeiformes
Clupeiformes,Clupeidae
Clupeidae,Dorosoma
Dorosoma,Dorosoma cepedianum
Actinopterygii,Cypriniformes
Cypriniformes,Catostomidae
Catostomidae,Catostomus
Catostomus,Catostomus commersonii
Cypriniformes,Cyprinidae
Cyprinidae,Campostoma
Campostoma,Campostoma anomalum
Cyprinidae,Carassius
Carassius,Carassius auratus
Cyprinidae,Cyprinus
Cyprinus,Cyprinus carpio
Cyprinus,Cyprinus rubrofuscus
Cyprinidae,Luxilus
Luxilus,Luxilus chrysocephalus
Luxilus,Luxilus cornutus
Cyprinidae,Notemigonus
Notemigonus,Notemigonus crysoleucas
Cyprinidae,Pimephales
Pimephales,Pimephales notatus
Cyprinidae,Rhinichthys
Rhinichthys,Rhinichthys atratulus
Cyprinidae,Scardinius
Scardinius,Scardinius erythrophthalmus
Cyprinidae,Semotilus
Semotilus,Semotilus atromaculatus
Cyprinidae,Squalius
Squalius,Squalius cephalus
Actinopterygii,Cyprinodontiformes
Cyprinodontiformes,Cyprinodontidae
Cyprinodontidae,Cyprinodon
Cyprinodon,Cyprinodon variegatus
Cyprinodontiformes,Fundulidae
Fundulidae,Fundulus
Fundulus,Fundulus diaphanus
Fundulus,Fundulus heteroclitus
Fundulus,Fundulus notatus
Cyprinodontiformes,Poeciliidae
Poeciliidae,Gambusia
Gambusia,Gambusia affinis
Gambusia,Gambusia holbrooki
Actinopterygii,Elopiformes
Elopiformes,Megalopidae
Megalopidae,Megalops
Megalops,Megalops atlanticus
Actinopterygii,Esociformes
Esociformes,Esocidae
Esocidae,Esox
Esox,Esox lucius
Esox,Esox niger
Actinopterygii,Gasterosteiformes
Gasterosteiformes,Gasterosteidae
Gasterosteidae,Culaea
Culaea,Culaea inconstans
Gasterosteidae,Gasterosteus
Gasterosteus,Gasterosteus aculeatus
Actinopterygii,Gobiesociformes
Gobiesociformes,Gobiesocidae
Gobiesocidae,Gobiesox
Gobiesox,Gobiesox maeandricus
Actinopterygii,Lepisosteiformes
Lepisosteiformes,Lepisosteidae
Lepisosteidae,Lepisosteus
Lepisosteus,Lepisosteus oculatus
Lepisosteus,Lepisosteus osseus
Lepisosteus,Lepisosteus platyrhincus
Actinopterygii,Mugiliformes
Mugiliformes,Mugilidae
Mugilidae,Mugil
Mugil,Mugil cephalus
Actinopterygii,Salmoniformes
Salmoniformes,Salmonidae
Salmonidae,Oncorhynchus
Oncorhynchus,Oncorhynchus clarkii
Oncorhynchus,Oncorhynchus kisutch
Oncorhynchus,Oncorhynchus mykiss
Oncorhynchus,Oncorhynchus nerka
Oncorhynchus,Oncorhynchus tshawytscha
Salmonidae,Salmo
Salmo,Salmo trutta
Salmonidae,Salvelinus
Salvelinus,Salvelinus fontinalis
Actinopterygii,Scorpaeniformes
Scorpaeniformes,Cottidae
Cottidae,Oligocottus
Oligocottus,Oligocottus maculosus
Scorpaeniformes,Platycephalidae
Platycephalidae,Platycephalus
Platycephalus,Platycephalus fuscus
Scorpaeniformes,Scorpaenidae
Scorpaenidae,Pterois
Pterois,Pterois volitans
Scorpaenidae,Scorpaena
Scorpaena,Scorpaena jacksoniensis
Actinopterygii,Siluriformes
Siluriformes,Ariidae
Ariidae,Ariopsis
Ariopsis,Ariopsis felis
Siluriformes,Ictaluridae
Ictaluridae,Ameiurus
Ameiurus,Ameiurus melas
Ameiurus,Ameiurus natalis
Ameiurus,Ameiurus nebulosus
Ictaluridae,Ictalurus
Ictalurus,Ictalurus punctatus
Siluriformes,Plotosidae
Plotosidae,Plotosus
Plotosus,Plotosus lineatus
Actinopterygii,Syngnathiformes
Syngnathiformes,Aulostomidae
Aulostomidae,Aulostomus
Aulostomus,Aulostomus chinensis
Aulostomus,Aulostomus maculatus
Syngnathiformes,Fistulariidae
Fistulariidae,Fistularia
Fistularia,Fistularia commersonii
Syngnathiformes,Syngnathidae
Syngnathidae,Hippocampus
Hippocampus,Hippocampus abdominalis
Hippocampus,Hippocampus histrix
Hippocampus,Hippocampus whitei
Syngnathidae,Phycodurus
Phycodurus,Phycodurus eques
Syngnathidae,Phyllopteryx
Phyllopteryx,Phyllopteryx taeniolatus
Actinopterygii,Tetraodontiformes
Tetraodontiformes,Aracanidae
Aracanidae,Anoplocapros
Anoplocapros,Anoplocapros inermis
Tetraodontiformes,Diodontidae
Diodontidae,Chilomycterus
Chilomycterus,Chilomycterus schoepfii
Diodontidae,Dicotylichthys
Dicotylichthys,Dicotylichthys punctulatus
Diodontidae,Diodon
Diodon,Diodon holocanthus
Diodon,Diodon hystrix
Tetraodontiformes,Molidae
Molidae,Mola
Mola,Mola mola
Tetraodontiformes,Monacanthidae
Monacanthidae,Brachaluteres
Brachaluteres,Brachaluteres jacksonianus
Monacanthidae,Meuschenia
Meuschenia,Meuschenia freycineti
Meuschenia,Meuschenia trachylepis
Monacanthidae,Monacanthus
Monacanthus,Monacanthus chinensis
Tetraodontiformes,Ostraciidae
Ostraciidae,Lactophrys
Lactophrys,Lactophrys triqueter
Ostraciidae,Ostracion
Ostracion,Ostracion cubicus
Ostracion,Ostracion meleagris
Tetraodontiformes,Tetraodontidae
Tetraodontidae,Arothron
Arothron,Arothron hispidus
Arothron,Arothron meleagris
Tetraodontidae,Tetractenos
Tetractenos,Tetractenos glaber
Chordata,Amphibia
Amphibia,Anura
Anura,Ascaphidae
Ascaphidae,Ascaphus
Ascaphus,Ascaphus truei
Anura,Bombinatoridae
Bombinatoridae,Bombina
Bombina,Bombina orientalis
Bombina,Bombina variegata
Anura,Bufonidae
Bufonidae,Anaxyrus
Anaxyrus,Anaxyrus americanus
Anaxyrus,Anaxyrus boreas
Anaxyrus,Anaxyrus cognatus
Anaxyrus,Anaxyrus fowleri
Anaxyrus,Anaxyrus punctatus
Anaxyrus,Anaxyrus quercicus
Anaxyrus,Anaxyrus speciosus
Anaxyrus,Anaxyrus terrestris
Anaxyrus,Anaxyrus woodhousii
Bufonidae,Bufo
Bufo,Bufo bankorensis
Bufo,Bufo bufo
Bufo,Bufo gargarizans
Bufo,Bufo spinosus
Bufonidae,Bufotes
Bufotes,Bufotes balearicus
Bufotes,Bufotes sitibundus
Bufotes,Bufotes viridis
Bufonidae,Duttaphrynus
Duttaphrynus,Duttaphrynus melanostictus
Bufonidae,Epidalea
Epidalea,Epidalea calamita
Bufonidae,Incilius
Incilius,Incilius alvarius
Incilius,Incilius nebulifer
Incilius,Incilius valliceps
Bufonidae,Phrynoidis
Phrynoidis,Phrynoidis asper
Bufonidae,Rhaebo
Rhaebo,Rhaebo haematiticus
Bufonidae,Rhinella
Rhinella,Rhinella arenarum
Rhinella,Rhinella diptycha
Rhinella,Rhinella horribilis
Rhinella,Rhinella margaritifera
Rhinella,Rhinella marina
Bufonidae,Sclerophrys
Sclerophrys,Sclerophrys capensis
Sclerophrys,Sclerophrys gutturalis
Sclerophrys,Sclerophrys pantherina
Anura,Craugastoridae
Craugastoridae,Pristimantis
Pristimantis,Pristimantis achatinus
Anura,Dendrobatidae
Dendrobatidae,Dendrobates
Dendrobates,Dendrobates auratus
Dendrobatidae,Oophaga
Oophaga,Oophaga pumilio
Anura,Dicroglossidae
Dicroglossidae,Fejervarya
Fejervarya,Fejervarya limnocharis
Anura,Eleutherodactylidae
Eleutherodactylidae,Eleutherodactylus
Eleutherodactylus,Eleutherodactylus cystignathoides
Eleutherodactylus,Eleutherodactylus planirostris
Anura,Hylidae
Hylidae,Acris
Acris,Acris blanchardi
Acris,Acris crepitans
Acris,Acris gryllus
Hylidae,Boana
Boana,Boana rosenbergi
Hylidae,Hyla
Hyla,Hyla arborea
Hyla,Hyla arenicolor
Hyla,Hyla chrysoscelis
Hyla,Hyla cinerea
Hyla,Hyla eximia
Hyla,Hyla femoralis
Hyla,Hyla gratiosa
Hyla,Hyla intermedia
Hyla,Hyla japonica
Hyla,Hyla meridionalis
Hyla,Hyla squirella
Hyla,Hyla versicolor
Hylidae,Osteopilus
Osteopilus,Osteopilus septentrionalis
Hylidae,Pseudacris
Pseudacris,Pseudacris cadaverina
Pseudacris,Pseudacris crucifer
Pseudacris,Pseudacris hypochondriaca
Pseudacris,Pseudacris maculata
Pseudacris,Pseudacris regilla
Pseudacris,Pseudacris sierra
Hylidae,Scinax
Scinax,Scinax ruber
Hylidae,Smilisca
Smilisca,Smilisca baudinii
Smilisca,Smilisca phaeota
Hylidae,Trachycephalus
Trachycephalus,Trachycephalus typhonius
Anura,Hyperoliidae
Hyperoliidae,Hyperolius
Hyperolius,Hyperolius marmoratus
Anura,Leptodactylidae
Leptodactylidae,Engystomops
Engystomops,Engystomops pustulosus
Leptodactylidae,Leptodactylus
Leptodactylus,Leptodactylus savagei
Anura,Microhylidae
Microhylidae,Gastrophryne
Gastrophryne,Gastrophryne carolinensis
Gastrophryne,Gastrophryne olivacea
Microhylidae,Kaloula
Kaloula,Kaloula pulchra
Microhylidae,Microhyla
Microhyla,Microhyla fissipes
Anura,Pelodryadidae
Pelodryadidae,Litoria
Litoria,Litoria ewingii
Litoria,Litoria fallax
Litoria,Litoria peronii
Pelodryadidae,Ranoidea
Ranoidea,Ranoidea caerulea
Ranoidea,Ranoidea moorei
Anura,Phyllomedusidae
Phyllomedusidae,Agalychnis
Agalychnis,Agalychnis callidryas
Agalychnis,Agalychnis dacnicolor
Anura,Pipidae
Pipidae,Xenopus
Xenopus,Xenopus laevis
Anura,Pyxicephalidae
Pyxicephalidae,Amietia
Amietia,Amietia fuscigula
Pyxicephalidae,Strongylopus
Strongylopus,Strongylopus grayii
Anura,Ranidae
Ranidae,Chalcorana
Chalcorana,Chalcorana chalconota
Ranidae,Hylarana
Hylarana,Hylarana latouchii
Ranidae,Lithobates
Lithobates,Lithobates berlandieri
Lithobates,Lithobates blairi
Lithobates,Lithobates catesbeianus
Lithobates,Lithobates clamitans
Lithobates,Lithobates grylio
Lithobates,Lithobates palustris
Lithobates,Lithobates pipiens
Lithobates,Lithobates septentrionalis
Lithobates,Lithobates sphenocephalus
Lithobates,Lithobates sylvaticus
Ranidae,Odorrana
Odorrana,Odorrana swinhoana
Ranidae,Pelophylax
Pelophylax,Pelophylax nigromaculatus
Pelophylax,Pelophylax perezi
Pelophylax,Pelophylax ridibundus
Ranidae,Rana
Rana,Rana arvalis
Rana,Rana aurora
Rana,Rana boylii
Rana,Rana cascadae
Rana,Rana dalmatina
Rana,Rana draytonii
Rana,Rana italica
Rana,Rana latastei
Rana,Rana luteiventris
Rana,Rana temporaria
Ranidae,Sylvirana
Sylvirana,Sylvirana guentheri
Anura,Rhacophoridae
Rhacophoridae,Buergeria
Buergeria,Buergeria robusta
Rhacophoridae,Kurixalus
Kurixalus,Kurixalus idiootocus
Rhacophoridae,Polypedates
Polypedates,Polypedates leucomystax
Polypedates,Polypedates megacephalus
Anura,Scaphiopodidae
Scaphiopodidae,Scaphiopus
Scaphiopus,Scaphiopus couchii
Scaphiopus,Scaphiopus holbrookii
Scaphiopodidae,Spea
Spea,Spea hammondii
Spea,Spea multiplicata
Chordata,Ascidiacea
Ascidiacea,Stolidobranchia
Stolidobranchia,Styelidae
Styelidae,Botrylloides
Botrylloides,Botrylloides violaceus
Styelidae,Botryllus
Botryllus,Botryllus schlosseri
Chordata,Aves
Aves,Anseriformes
Anseriformes,Anatidae
Anatidae,Aix
Aix,Aix galericulata
Aix,Aix sponsa
Anatidae,Alopochen
Alopochen,Alopochen aegyptiaca
Anatidae,Amazonetta
Amazonetta,Amazonetta brasiliensis
Anatidae,Anas
Anas,Anas acuta
Anas,Anas bahamensis
Anas,Anas castanea
Anas,Anas crecca
Anas,Anas diazi
Anas,Anas erythrorhyncha
Anas,Anas flavirostris
Anas,Anas fulvigula
Anas,Anas georgica
Anas,Anas gracilis
Anas,Anas platyrhynchos
Anas,Anas poecilorhyncha
Anas,Anas rubripes
Anas,Anas superciliosa
Anas,Anas undulata
Anas,Anas zonorhyncha
Anatidae,Anser
Anser,Anser albifrons
Anser,Anser anser
Anser,Anser brachyrhynchus
Anser,Anser caerulescens
Anser,Anser cygnoides
Anser,Anser fabalis
Anser,Anser indicus
Anser,Anser rossii
Anatidae,Aythya
Aythya,Aythya affinis
Aythya,Aythya americana
Aythya,Aythya australis
Aythya,Aythya collaris
Aythya,Aythya ferina
Aythya,Aythya fuligula
Aythya,Aythya marila
Aythya,Aythya novaeseelandiae
Aythya,Aythya nyroca
Aythya,Aythya valisineria
Anatidae,Branta
Branta,Branta bernicla
Branta,Branta canadensis
Branta,Branta hutchinsii
Branta,Branta leucopsis
Branta,Branta sandvicensis
Anatidae,Bucephala
Bucephala,Bucephala albeola
Bucephala,Bucephala clangula
Bucephala,Bucephala islandica
Anatidae,Cairina
Cairina,Cairina moschata
Anatidae,Cereopsis
Cereopsis,Cereopsis novaehollandiae
Anatidae,Chenonetta
Chenonetta,Chenonetta jubata
Anatidae,Chloephaga
Chloephaga,Chloephaga picta
Anatidae,Clangula
Clangula,Clangula hyemalis
Anatidae,Coscoroba
Coscoroba,Coscoroba coscoroba
Anatidae,Cygnus
Cygnus,Cygnus atratus
Cygnus,Cygnus buccinator
Cygnus,Cygnus columbianus
Cygnus,Cygnus cygnus
Cygnus,Cygnus melancoryphus
Cygnus,Cygnus olor
Anatidae,Dendrocygna
Dendrocygna,Dendrocygna autumnalis
Dendrocygna,Dendrocygna bicolor
Dendrocygna,Dendrocygna javanica
Dendrocygna,Dendrocygna viduata
Anatidae,Histrionicus
Histrionicus,Histrionicus histrionicus
Anatidae,Lophodytes
Lophodytes,Lophodytes cucullatus
Anatidae,Lophonetta
Lophonetta,Lophonetta specularioides
Anatidae,Malacorhynchus
Malacorhynchus,Malacorhynchus membranaceus
Anatidae,Mareca
Mareca,Mareca americana
Mareca,Mareca penelope
Mareca,Mareca strepera
Anatidae,Melanitta
Melanitta,Melanitta americana
Melanitta,Melanitta deglandi
Melanitta,Melanitta perspicillata
Anatidae,Mergellus
Mergellus,Mergellus albellus
Anatidae,Mergus
Mergus,Mergus merganser
Mergus,Mergus serrator
Anatidae,Netta
Netta,Netta peposaca
Netta,Netta rufina
Anatidae,Oxyura
Oxyura,Oxyura jamaicensis
Anatidae,Plectropterus
Plectropterus,Plectropterus gambensis
Anatidae,Sarkidiornis
Sarkidiornis,Sarkidiornis melanotos
Anatidae,Somateria
Somateria,Somateria mollissima
Anatidae,Spatula
Spatula,Spatula clypeata
Spatula,Spatula cyanoptera
Spatula,Spatula discors
Spatula,Spatula querquedula
Spatula,Spatula rhynchotis
Anatidae,Tadorna
Tadorna,Tadorna ferruginea
Tadorna,Tadorna tadorna
Tadorna,Tadorna tadornoides
Tadorna,Tadorna variegata
Anseriformes,Anhimidae
Anhimidae,Chauna
Chauna,Chauna torquata
Anseriformes,Anseranatidae
Anseranatidae,Anseranas
Anseranas,Anseranas semipalmata
Aves,Bucerotiformes
Bucerotiformes,Bucerotidae
Bucerotidae,Anthracoceros
Anthracoceros,Anthracoceros albirostris
Bucerotidae,Lophoceros
Lophoceros,Lophoceros alboterminatus
Lophoceros,Lophoceros nasutus
Bucerotidae,Tockus
Tockus,Tockus leucomelas
Bucerotiformes,Bucorvidae
Bucorvidae,Bucorvus
Bucorvus,Bucorvus leadbeateri
Bucerotiformes,Phoeniculidae
Phoeniculidae,Phoeniculus
Phoeniculus,Phoeniculus purpureus
Bucerotiformes,Upupidae
Upupidae,Upupa
Upupa,Upupa epops
Aves,Caprimulgiformes
Caprimulgiformes,Apodidae
Apodidae,Aeronautes
Aeronautes,Aeronautes saxatalis
Apodidae,Apus
Apus,Apus apus
Apodidae,Chaetura
Chaetura,Chaetura pelagica
Chaetura,Chaetura vauxi
Caprimulgiformes,Caprimulgidae
Caprimulgidae,Caprimulgus
Caprimulgus,Caprimulgus europaeus
Caprimulgidae,Chordeiles
Chordeiles,Chordeiles acutipennis
Chordeiles,Chordeiles minor
Caprimulgidae,Nyctidromus
Nyctidromus,Nyctidromus albicollis
Caprimulgidae,Phalaenoptilus
Phalaenoptilus,Phalaenoptilus nuttallii
Caprimulgiformes,Nyctibiidae
